,dataset_id,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,comfort_deviation
24,1/2016,113.05826572789908,2212.837319845481,2.02,21.07899735161122,25.0323,0.0
25,1/2016,116.665292119801,2286.5523459865026,2.1425,21.07700326396548,25.0949,0.0
26,1/2016,120.18527378652448,2358.7868490630563,2.265,21.075260724149263,25.1568,0.0
27,1/2016,123.70925111699904,2431.2306295290778,2.3875,21.07377616336948,25.2196,0.0
28,1/2016,127.23690933296297,2503.873481606074,2.51,21.07255581623929,25.2832,0.0
29,1/2016,130.73988413319063,2576.326823338052,2.635,21.07161242471837,25.3474,0.0
30,1/2016,134.25214723999375,2649.0823143439075,2.76,21.0709516744648,25.4124,0.0
31,1/2016,137.7405798663962,2721.520501503538,2.885,21.070579048985067,25.4779,0.0
32,1/2016,141.175230184087,2793.0816935993967,3.01,21.07049975476747,25.5432,0.0
33,1/2016,144.54750578314955,2863.447096443707,3.1325,21.070711944472382,25.6079,0.0
34,1/2016,147.87281001269614,2933.0499660035266,3.255,21.07122031439736,25.6726,0.0
35,1/2016,151.16762725492674,3002.193403882923,3.3775,21.072029308765487,25.7375,0.0
36,1/2016,154.4543007609588,3071.288981171484,3.5,21.073143177568507,25.8029,0.0
37,1/2016,161.03438630972272,3210.963632973043,3.76,21.074940820338,25.9366,0.0
38,1/2016,167.56251900712388,3350.2173257814125,4.02,21.07742872475179,26.0711,0.0
