,dataset_id,Q_el_HP,Q_HP,t_amb,t_indoor,t_hp,blow_air,gains,comfort_deviation
15101,12/2016,783.090928418154,11308.94785496674,5.41,20.750569265657976,40.2637,False,682.75,0.2506587990871693
15102,12/2016,179.48357781016668,3110.6575318943565,5.4675,20.75924822111879,33.1975,,682.75,0.2494307343420239
15103,12/2016,803.6926598350274,11382.241336621742,5.525,20.778840336280144,41.1235,,682.75,0.2407517788812114
15104,12/2016,271.7094572453388,4479.317450026513,5.5825,20.80824981522769,35.2809,,682.75,0.221159663719856
15105,12/2016,272.48118166174714,4531.968868680562,5.64,20.82959032076972,34.9868,False,682.75,0.1917501847723102
15106,12/2016,314.3106388638996,5152.516131375023,5.39,20.841178863618996,35.3209,,682.75,0.1704096792302785
15107,12/2016,829.7354229196735,11466.43172721017,5.14,20.863026969983213,41.6966,,682.75,0.1588211363810074
15108,12/2016,873.4920190628703,11586.489789053288,4.89,20.90835575146536,43.0231,,682.75,0.1369730300167866
15109,12/2016,372.35707159384935,5601.397420509023,4.64,20.956454598560462,37.9543,False,682.75,0.0916442485346422
15110,12/2016,234.25189289034088,3706.403068763328,4.39,20.98682793206104,35.7567,,682.75,0.0435454014395375
15111,12/2016,619.3532012110546,8694.818527611369,4.14,21.01085269098113,40.1296,,682.75,0.0131720679389601
15112,12/2016,194.48706099193657,3101.383912953386,3.89,21.025522691336185,34.9728,,682.75,0.0
15113,12/2016,880.0104488396223,11397.24242812559,3.64,21.041583022065744,42.7144,False,682.75,0.0
15114,12/2016,944.7080141834664,11716.733696636184,3.3925,21.07888972995875,44.1136,,682.75,0.0
15115,12/2016,990.7534510546984,11878.340642912004,3.145,21.13424929647151,45.1525,,682.75,0.0
15116,12/2016,192.36228895616048,2851.318968321529,2.8975,21.179375418974857,36.8353,,682.75,0.0
15117,12/2016,318.1025534781346,4587.809879065007,2.65,21.198987924473087,37.641,False,682.75,0.0
15118,12/2016,221.19612330244152,3338.6849401186946,2.58,21.20048610209483,35.8274,,682.75,0.0
15119,12/2016,643.789352756981,8608.941088181211,2.51,21.19799781973299,40.3805,,682.75,0.0
15120,12/2016,207.87832820002703,3166.379156774256,2.44,21.189614744659973,35.3394,,682.75,0.0
15121,12/2016,217.8731094872005,3359.954064131386,2.37,21.16396209691039,34.7936,False,682.75,0.0
15122,12/2016,433.1476790221499,6276.798927457612,2.3025,21.132123580359835,37.1163,,682.75,0.0
15123,12/2016,926.2921174428913,11579.761054285736,2.2350000000000003,21.116604335292617,42.6545,,682.75,0.0
15124,12/2016,329.9399521830805,4797.452393805614,2.1675,21.108644651154872,36.853,,682.75,0.0
15125,12/2016,799.4658294049357,10171.903410016754,2.1,21.10525348340621,41.8528,False,682.75,0.0
15126,12/2016,394.271925451595,5549.623719710055,2.03,21.105575124289825,37.9553,,682.75,0.0
15127,12/2016,369.2246944628053,5266.664394135962,1.96,21.09729837063545,37.3791,,682.75,0.0
15128,12/2016,977.2321606190936,11761.933430286885,1.89,21.09899892135512,43.7369,,682.75,0.0
15129,12/2016,202.98299559181228,3000.7569747596817,1.82,21.1003441556478,35.875,False,682.75,0.0
15130,12/2016,972.37695865081,11651.484442200408,1.8175,21.10529569464643,43.8311,,682.75,0.0
15131,12/2016,348.234373313732,4878.589450652175,1.815,21.11508595277204,37.9201,,682.75,0.0
15132,12/2016,991.768075997247,11735.518276409177,1.8125,21.13131516886471,44.3,,682.75,0.0
15133,12/2016,383.803283142038,5259.520122218198,1.81,21.15140426007193,38.7529,False,682.75,0.0
15134,12/2016,685.3058080322622,8683.17143155698,1.805,21.168787460273546,41.7121,,682.75,0.0
15135,12/2016,278.6764616163543,3971.254082223934,1.8,21.17910457115237,37.2564,,682.75,0.0
15136,12/2016,846.6459124242552,10372.569482520865,1.795,21.18977537248968,42.971,,682.75,0.0
15137,12/2016,255.62146498706932,3673.669721235646,1.79,21.197539751221257,36.924,False,682.75,0.0
15138,12/2016,270.12542969008973,3934.146632009784,1.7875,21.187925717478706,36.4136,,682.75,0.0
15139,12/2016,474.223033050806,6551.237229732593,1.785,21.17143919892983,38.4219,,682.75,0.0
15140,12/2016,313.9024749918448,4570.251628555972,1.7825,21.149967067733236,36.4209,,682.75,0.0
15141,12/2016,362.8384006475191,5246.160510604286,1.78,21.121546475189582,36.6835,False,682.75,0.0
15142,12/2016,371.5117186598593,5378.713688431977,1.735,21.0886151330405,36.588,,682.75,0.0
15143,12/2016,514.6274553377065,7136.8063070101,1.69,21.0569533778712,38.1809,,682.75,0.0
15144,12/2016,857.3823679683718,10707.31380863485,1.645,21.04045185809685,42.0959,,682.75,0.0
15145,12/2016,968.8303406907228,11531.900001170974,1.6,21.047499551918097,43.8599,False,682.75,0.0
15146,12/2016,317.63220505701577,4457.308132242977,1.5575,21.05666670027737,37.599,,682.75,0.0
15147,12/2016,363.59078435855577,5093.414546494055,1.515,21.05237985728103,37.6222,,682.75,0.0
15148,12/2016,394.5499528435609,5518.157534059434,1.4725,21.03936384826228,37.6411,,682.75,0.0
15149,12/2016,575.9598079983408,7656.276612388082,1.43,21.025755105675536,39.5221,False,682.75,0.0
15150,12/2016,331.71129534487216,4734.5941186136415,1.3875,21.008679343924918,36.7834,,682.75,0.0
15151,12/2016,355.0319201101736,5073.1898008682565,1.345,20.98272425656521,36.6978,,682.75,0.0172757434347943
15152,12/2016,852.2793095716825,10590.2944694326,1.3025,20.96501436017331,41.9359,,682.75,0.0349856398266901
15153,12/2016,320.9811336937421,4570.517413739775,1.26,20.95077224127481,36.7463,False,682.75,0.0492277587251912
15154,12/2016,966.5901607855716,11537.974778853228,1.26,20.945221732718576,43.4037,,682.75,0.0549028354884733
15155,12/2016,1033.7764292562267,11894.788383477047,1.26,20.964536989621887,44.7879,,682.75,0.0547782672814243
15156,12/2016,263.6945428897523,3691.9814317928967,1.26,20.98293300369665,37.387,,682.75,0.0354630103781126
15157,12/2016,311.3692935099492,4378.2473868282805,1.26,20.982893261158484,37.224,False,682.75,0.017106738841516
15158,12/2016,988.075129497235,11604.313263028193,1.26,20.98891198541917,44.0156,,682.75,0.0176622660985401
15159,12/2016,1024.5681592794335,11727.781715031888,1.26,21.01717519014351,44.9837,,682.75,0.0110880145808316
15160,12/2016,300.18657488148574,4114.632560910392,1.26,21.043412582298867,38.1913,,682.75,0.0
15161,12/2016,494.1989701363447,6495.7098870330055,1.26,21.056546569987624,39.776,False,682.75,0.0
15162,12/2016,368.13246446789066,5056.146158429836,1.26,21.06032638329517,38.115,,682.75,0.0
15163,12/2016,1006.0792342497776,11718.472940341631,1.26,21.070922462511408,44.3271,,682.75,0.0
15164,12/2016,927.7495450149988,10799.877562455364,1.26,21.100305714835397,44.3489,,682.75,0.0
15165,12/2016,308.0967303686153,4204.180588073356,1.26,21.125393065469627,38.3609,False,682.75,0.0
15166,12/2016,659.1529140604141,8222.091976451638,1.1275,21.140196698383946,41.6122,,682.75,0.0
15167,12/2016,453.1582518221286,5961.452751650961,0.995,21.14934458070493,39.4741,,682.75,0.0
15168,12/2016,259.08552469416355,3644.7453835513793,0.8625,21.141907077512705,36.8061,,682.75,0.0
15169,12/2016,981.8230122510844,11416.72825211714,0.73,21.135930666155115,43.8406,False,682.75,0.0
15170,12/2016,1041.0524610404138,11686.929741533884,0.5974999999999999,21.14982199075661,45.0255,,682.75,0.0
15171,12/2016,317.83976598343787,4241.035809199978,0.4649999999999999,21.160567056690383,38.3993,,682.75,0.0
15172,12/2016,406.0082893554998,5349.758255781026,0.3324999999999999,21.153982658560828,38.737,,682.75,0.0
15173,12/2016,249.2277819635521,3480.6088707758367,0.2,21.130141174202027,36.4101,False,682.75,0.0
15174,12/2016,1003.4189489042152,11469.664446918374,0.07,21.10926610469715,43.7922,,682.75,0.0
15175,12/2016,1067.844906402467,11789.673850497644,-0.06,21.11014800230025,44.9572,,682.75,0.0
15176,12/2016,869.8403522430783,9842.886722905478,-0.19,21.124192592921705,43.8959,,682.75,0.0
15177,12/2016,1110.2245142677696,11768.359014561798,-0.32,21.14965638026685,46.212,False,682.75,0.0
15178,12/2016,46.02414220963749,652.6443450765963,-0.0574999999999999,21.164445939176623,35.5704,,682.75,0.0
15179,12/2016,1080.739865467505,11885.411657783445,0.205,21.175274713892108,45.3859,,682.75,0.0
15180,12/2016,336.62753387643204,4445.702029403561,0.4675000000000001,21.18987313087482,38.7895,,682.75,0.0
15181,12/2016,40.47416811780271,610.7902507987461,0.73,21.179865187757503,33.9998,False,682.75,0.0
15182,12/2016,254.1910401787368,3685.009322262277,0.99,21.149144485029566,35.7928,,682.75,0.0
15183,12/2016,158.52313970907264,2430.916294403356,1.25,21.10584905290212,33.9043,,682.75,0.0
